#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 07 05 20 20  60  5.0  7.0    MM    MM    MM  MM 1018.9  28.8  29.0  25.9   MM   MM    MM
2023 07 05 20 10  70  5.0  7.0    MM    MM    MM  MM 1019.0  28.8  29.0  26.1   MM   MM    MM
2023 07 05 20 00  70  5.0  7.0    MM    MM    MM  MM 1019.1  28.9  28.9  25.8   MM -0.9    MM
2023 07 05 19 50  70  6.0  7.0    MM    MM    MM  MM 1019.1  28.8  28.9  25.9   MM   MM    MM
2023 07 05 19 40  70  5.0  6.0    MM    MM    MM  MM 1019.2  28.8  29.0  25.8   MM   MM    MM
2023 07 05 19 30  70  5.0  7.0    MM    MM    MM  MM 1019.2  28.8  28.9  26.0   MM   MM    MM
2023 07 05 19 20  70  5.0  7.0    MM    MM    MM  MM 1019.2  28.8  28.9  25.9   MM   MM    MM
2023 07 05 19 10  60  6.0  7.0    MM    MM    MM  MM 1019.3  28.8  29.0  25.7   MM   MM    MM
2023 07 05 19 00  60  6.0  7.0    MM    MM    MM  MM 1019.3  28.8    MM  25.7   MM -1.2    MM
2023 07 05 18 50  60  6.0  8.0    MM    MM    MM  MM 1019.6  28.8  29.0  25.7   MM   MM    MM
2023 07 05 18 40  70  6.0  7.0    MM    MM    MM  MM 1019.6  28.8  29.0  25.7   MM   MM    MM
2023 07 05 18 30  70  6.0  7.0    MM    MM    MM  MM 1019.6  28.8  29.0  25.8   MM   MM    MM
2023 07 05 18 20  70  6.0  7.0    MM    MM    MM  MM 1019.6  28.8    MM  25.9   MM   MM    MM
2023 07 05 18 10  70  6.0  7.0    MM    MM    MM  MM 1019.7  28.8  29.1  26.0   MM   MM    MM
2023 07 05 18 00  80  6.0  7.0    MM    MM    MM  MM 1019.7  28.8  29.1  26.0   MM -0.8    MM
2023 07 05 17 50  80  6.0  8.0    MM    MM    MM  MM 1019.9  28.9  29.1  25.5   MM   MM    MM
2023 07 05 17 40  80  6.0  7.0    MM    MM    MM  MM 1019.8  28.9  29.1  25.6   MM   MM    MM
2023 07 05 17 30  80  6.0  7.0    MM    MM    MM  MM 1019.8  28.8  29.1  25.6   MM   MM    MM
2023 07 05 17 20  80  6.0  7.0    MM    MM    MM  MM 1019.9  28.8  29.1  26.0   MM   MM    MM
2023 07 05 17 10  70  5.0  7.0    MM    MM    MM  MM 1019.9  28.8  29.1  26.0   MM   MM    MM
2023 07 05 17 00  80  6.0  7.0    MM    MM    MM  MM 1019.9  28.8  29.0  25.8   MM -0.3    MM
2023 07 05 16 50  70  5.0  6.0    MM    MM    MM  MM 1020.1  28.7    MM  26.0   MM   MM    MM
2023 07 05 16 40  70  6.0  7.0    MM    MM    MM  MM 1020.1  28.7  29.0  25.9   MM   MM    MM
2023 07 05 16 30  80  6.0  7.0    MM    MM    MM  MM 1020.2  28.7  29.0  25.6   MM   MM    MM
2023 07 05 16 20  80  6.0  7.0    MM    MM    MM  MM 1020.3  28.7  29.0  25.9   MM   MM    MM
2023 07 05 16 10  80  6.0  7.0    MM    MM    MM  MM 1020.4  28.7  28.9  25.9   MM   MM    MM
2023 07 05 16 00  80  6.0  7.0    MM    MM    MM  MM 1020.4  28.7  28.9  25.8   MM +0.3    MM
2023 07 05 15 50  80  6.0  8.0    MM    MM    MM  MM 1020.7  28.7  28.9  25.9   MM   MM    MM
2023 07 05 15 40  80  6.0  8.0    MM    MM    MM  MM 1020.5  28.7  28.9  26.0   MM   MM    MM
2023 07 05 15 30  80  6.0  7.0    MM    MM    MM  MM 1020.5  28.7  28.9  26.1   MM   MM    MM
2023 07 05 15 20  90  6.0  7.0    MM    MM    MM  MM 1020.5  28.7    MM  26.0   MM   MM    MM
2023 07 05 15 10  90  6.0  8.0    MM    MM    MM  MM 1020.5  28.7  28.9  26.0   MM   MM    MM
2023 07 05 15 00  80  6.0  8.0    MM    MM    MM  MM 1020.4  28.7  28.8  25.9   MM +0.5    MM
2023 07 05 14 50  90  7.0  8.0    MM    MM    MM  MM 1020.3  28.7  28.8  25.9   MM   MM    MM
2023 07 05 14 40  90  6.0  8.0    MM    MM    MM  MM 1020.3  28.7  28.8  26.2   MM   MM    MM
2023 07 05 14 30  80  6.0  8.0    MM    MM    MM  MM 1020.3  28.7  28.8  25.9   MM   MM    MM
2023 07 05 14 20  80  6.0  7.0    MM    MM    MM  MM 1020.3  28.7    MM  26.1   MM   MM    MM
2023 07 05 14 10  80  6.0  8.0    MM    MM    MM  MM 1020.3  28.6  28.8  26.2   MM   MM    MM
2023 07 05 14 00  90  6.0  8.0    MM    MM    MM  MM 1020.2  28.6  28.8  26.1   MM +0.7    MM
2023 07 05 13 50  90  7.0  8.0    MM    MM    MM  MM 1020.2  28.7  28.8  26.1   MM   MM    MM
2023 07 05 13 40  80  6.0  8.0    MM    MM    MM  MM 1020.2  28.7  28.8  26.1   MM   MM    MM
2023 07 05 13 30  80  6.0  8.0    MM    MM    MM  MM 1020.2  28.6  28.8  26.2   MM   MM    MM
2023 07 05 13 20  80  6.0  8.0    MM    MM    MM  MM 1020.2  28.6    MM  26.2   MM   MM    MM
2023 07 05 13 10  80  6.0  8.0    MM    MM    MM  MM 1020.2  28.6  28.8  26.3   MM   MM    MM
2023 07 05 13 00  80  6.0  7.0    MM    MM    MM  MM 1020.2  28.6  28.8  26.2   MM +1.4    MM
2023 07 05 12 50  90  6.0  8.0    MM    MM    MM  MM 1020.2  28.6  28.8  25.9   MM   MM    MM
2023 07 05 12 40  90  6.0  8.0    MM    MM    MM  MM 1020.2  28.6  28.8  26.3   MM   MM    MM
2023 07 05 12 30  80  5.0  7.0    MM    MM    MM  MM 1020.3  28.6  28.7  26.3   MM   MM    MM
2023 07 05 12 20  80  5.0  6.0    MM    MM    MM  MM 1020.2  28.6  28.7  26.1   MM   MM    MM
2023 07 05 12 10  80  5.0  7.0    MM    MM    MM  MM 1020.1  28.6  28.7  26.4   MM   MM    MM
2023 07 05 12 00  80  5.0  7.0    MM    MM    MM  MM 1020.0  28.6  28.7  26.4   MM +1.7    MM
2023 07 05 11 50  90  6.0  7.0    MM    MM    MM  MM 1020.1  28.6  28.7  26.3   MM   MM    MM
2023 07 05 11 40 100  6.0  7.0    MM    MM    MM  MM 1019.8  28.5  28.7  26.1   MM   MM    MM
2023 07 05 11 30  90  6.0  7.0    MM    MM    MM  MM 1019.7  28.5  28.7  26.3   MM   MM    MM
2023 07 05 11 20  90  6.0  7.0    MM    MM    MM  MM 1019.8  28.4  28.7  26.2   MM   MM    MM
2023 07 05 11 10  90  6.0  7.0    MM    MM    MM  MM 1019.6  28.4  28.7  26.2   MM   MM    MM
2023 07 05 11 00 100  5.0  7.0    MM    MM    MM  MM 1019.5  28.4  28.7  26.4   MM +1.0    MM
2023 07 05 10 50 100  6.0  8.0    MM    MM    MM  MM 1019.5  28.3  28.7  26.2   MM   MM    MM
2023 07 05 10 40 100  6.0  7.0    MM    MM    MM  MM 1019.3  28.4  28.7  26.3   MM   MM    MM
2023 07 05 10 30 100  6.0  8.0    MM    MM    MM  MM 1019.1  28.4  28.7  26.1   MM   MM    MM
2023 07 05 10 20 100  6.0  7.0    MM    MM    MM  MM 1019.1  28.3  28.7  26.2   MM   MM    MM
2023 07 05 10 10 110  6.0  7.0    MM    MM    MM  MM 1019.1  28.3  28.7  26.1   MM   MM    MM
2023 07 05 10 00 110  6.0  7.0    MM    MM    MM  MM 1018.9  28.3  28.7  26.0   MM -0.0    MM
2023 07 05 09 50 110  6.0  8.0    MM    MM    MM  MM 1018.8  28.3  28.7  26.1   MM   MM    MM
2023 07 05 09 40 110  6.0  8.0    MM    MM    MM  MM 1018.6  28.3  28.7  26.2   MM   MM    MM
2023 07 05 09 30 110  6.0  8.0    MM    MM    MM  MM 1018.5  28.3  28.7  26.2   MM   MM    MM
2023 07 05 09 20 110  6.0  8.0    MM    MM    MM  MM 1018.4  28.3  28.7  26.2   MM   MM    MM
2023 07 05 09 10 100  7.0  8.0    MM    MM    MM  MM 1018.4  28.3  28.7  26.0   MM   MM    MM
2023 07 05 09 00 110  7.0  8.0    MM    MM    MM  MM 1018.3  28.4  28.7  26.0   MM -1.2    MM
2023 07 05 08 50 110  7.0  9.0    MM    MM    MM  MM 1018.3  28.4  28.7  26.4   MM   MM    MM
2023 07 05 08 40 100  6.0  8.0    MM    MM    MM  MM 1018.5  28.4  28.7  26.4   MM   MM    MM
2023 07 05 08 30 110  6.0  7.0    MM    MM    MM  MM 1018.6  28.4  28.7  26.5   MM   MM    MM
2023 07 05 08 20 110  6.0  8.0    MM    MM    MM  MM 1018.7  28.4    MM  26.3   MM   MM    MM
2023 07 05 08 10 110  7.0  8.0    MM    MM    MM  MM 1018.6  28.4  28.7  26.1   MM   MM    MM
2023 07 05 08 00 110  6.0  8.0    MM    MM    MM  MM 1018.5  28.4  28.7  26.5   MM -1.6    MM
2023 07 05 07 50 110  6.0  8.0    MM    MM    MM  MM 1018.5  28.4  28.7  26.5   MM   MM    MM
2023 07 05 07 40 100  6.0  8.0    MM    MM    MM  MM 1018.4  28.4  28.7  26.5   MM   MM    MM
2023 07 05 07 30 100  6.0  8.0    MM    MM    MM  MM 1018.5  28.5  28.7  26.6   MM   MM    MM
2023 07 05 07 20 110  6.0  8.0    MM    MM    MM  MM 1018.6  28.4  28.7  26.4   MM   MM    MM
2023 07 05 07 10 110  6.0  7.0    MM    MM    MM  MM 1018.6  28.4  28.7  26.4   MM   MM    MM
2023 07 05 07 00 100  6.0  8.0    MM    MM    MM  MM 1018.7  28.4  28.7  26.3   MM -1.8    MM
2023 07 05 06 50  90  6.0  7.0    MM    MM    MM  MM 1018.8  28.5  28.7  26.4   MM   MM    MM
2023 07 05 06 40  90  5.0  7.0    MM    MM    MM  MM 1019.0  28.4  28.7  26.6   MM   MM    MM
2023 07 05 06 30  90  5.0  7.0    MM    MM    MM  MM 1019.1  28.5  28.7  26.5   MM   MM    MM
2023 07 05 06 20  90  6.0  7.0    MM    MM    MM  MM 1019.4  28.5  28.7  26.4   MM   MM    MM
2023 07 05 06 10  90  5.0  7.0    MM    MM    MM  MM 1019.3  28.5  28.8  26.5   MM   MM    MM
2023 07 05 06 00  90  6.0  7.0    MM    MM    MM  MM 1019.5  28.6  28.7  26.3   MM -0.8    MM
2023 07 05 05 50  90  6.0  7.0    MM    MM    MM  MM 1019.6  28.6    MM  26.6   MM   MM    MM
2023 07 05 05 40 100  5.0  7.0    MM    MM    MM  MM 1019.8  28.6  28.7  26.4   MM   MM    MM
2023 07 05 05 30  90  6.0  7.0    MM    MM    MM  MM 1019.9  28.6  28.8  26.7   MM   MM    MM
2023 07 05 05 20  90  6.0  8.0    MM    MM    MM  MM 1020.0  28.6  28.8  26.6   MM   MM    MM
2023 07 05 05 10 100  6.0  7.0    MM    MM    MM  MM 1020.1  28.6  28.8  26.7   MM   MM    MM
2023 07 05 05 00 100  6.0  8.0    MM    MM    MM  MM 1020.1  28.6    MM  26.6   MM +0.0    MM
2023 07 05 04 50 100  6.0  7.0    MM    MM    MM  MM 1020.1  28.6    MM  26.6   MM   MM    MM
2023 07 05 04 40 100  6.0  7.0    MM    MM    MM  MM 1020.4  28.7  28.8  26.5   MM   MM    MM
2023 07 05 04 30 100  6.0  7.0    MM    MM    MM  MM 1020.4  28.7  28.8  26.5   MM   MM    MM
2023 07 05 04 20 100  6.0  7.0    MM    MM    MM  MM 1020.4  28.7    MM  26.7   MM   MM    MM
2023 07 05 04 10  90  6.0  7.0    MM    MM    MM  MM 1020.4  28.7  28.8  26.6   MM   MM    MM
2023 07 05 04 00  90  6.0  7.0    MM    MM    MM  MM 1020.5  28.7  28.8  26.6   MM +0.9    MM
2023 07 05 03 50 100  6.0  8.0    MM    MM    MM  MM 1020.5  28.8    MM  26.5   MM   MM    MM
2023 07 05 03 40 100  6.0  8.0    MM    MM    MM  MM 1020.4  28.7  28.8  26.6   MM   MM    MM
2023 07 05 03 30 100  6.0  8.0    MM    MM    MM  MM 1020.4  28.8  28.8  26.7   MM   MM    MM
2023 07 05 03 20 100  6.0  8.0    MM    MM    MM  MM 1020.4  28.7    MM  26.8   MM   MM    MM
2023 07 05 03 10  90  7.0  8.0    MM    MM    MM  MM 1020.4  28.8  28.8  26.9   MM   MM    MM
2023 07 05 03 00 100  7.0  9.0    MM    MM    MM  MM 1020.4  28.8  28.8  26.8   MM +1.2    MM
2023 07 05 02 50 100  7.0  8.0    MM    MM    MM  MM 1020.5  28.8  28.8  26.7   MM   MM    MM
2023 07 05 02 40  90  7.0  9.0    MM    MM    MM  MM 1020.3  28.8  28.8  26.9   MM   MM    MM
2023 07 05 02 30  90  7.0  9.0    MM    MM    MM  MM 1020.2  28.8  28.8  27.1   MM   MM    MM
2023 07 05 02 20 100  7.0  9.0    MM    MM    MM  MM 1020.2  28.8  28.8  27.0   MM   MM    MM
2023 07 05 02 10 100  7.0  8.0    MM    MM    MM  MM 1020.3  28.8  29.0  27.0   MM   MM    MM
2023 07 05 02 00 100  7.0  8.0    MM    MM    MM  MM 1020.2  28.8  29.1  27.0   MM +1.3    MM
2023 07 05 01 50 100  7.0  9.0    MM    MM    MM  MM 1020.3  28.8  29.1  26.9   MM   MM    MM
2023 07 05 01 40 100  7.0  8.0    MM    MM    MM  MM 1020.0  28.8  29.1  26.7   MM   MM    MM
2023 07 05 01 30 100  6.0  8.0    MM    MM    MM  MM 1019.9  28.8  29.1  27.1   MM   MM    MM
2023 07 05 01 20 100  7.0  8.0    MM    MM    MM  MM 1019.9  28.8  29.1  27.1   MM   MM    MM
2023 07 05 01 10 100  7.0  9.0    MM    MM    MM  MM 1019.7  28.8  29.1  27.2   MM   MM    MM
2023 07 05 01 00  90  7.0  9.0    MM    MM    MM  MM 1019.6  28.9  29.1  27.0   MM +0.7    MM
2023 07 05 00 50 100  7.0  8.0    MM    MM    MM  MM 1019.6  28.8    MM  27.1   MM   MM    MM
2023 07 05 00 40 100  6.0  8.0    MM    MM    MM  MM 1019.5  28.9  29.1  27.1   MM   MM    MM
2023 07 05 00 30 100  6.0  8.0    MM    MM    MM  MM 1019.4  28.9  29.1  27.2   MM   MM    MM
2023 07 05 00 20 100  7.0  9.0    MM    MM    MM  MM 1019.3  28.9    MM  26.9   MM   MM    MM
2023 07 05 00 10 100  7.0  9.0    MM    MM    MM  MM 1019.2  28.9  29.1  27.1   MM   MM    MM
2023 07 05 00 00 100  6.0  8.0    MM    MM    MM  MM 1019.2  28.9  29.1  27.3   MM +0.4    MM
2023 07 04 23 50 110  6.0  8.0    MM    MM    MM  MM 1019.1  28.9    MM  27.2   MM   MM    MM
2023 07 04 23 40 110  7.0  8.0    MM    MM    MM  MM 1019.1  28.9  29.1  27.1   MM   MM    MM
2023 07 04 23 30 110  7.0  9.0    MM    MM    MM  MM 1018.9  28.9  29.2  27.0   MM   MM    MM
2023 07 04 23 20 110  7.0  8.0    MM    MM    MM  MM 1018.9  28.9    MM  27.0   MM   MM    MM
2023 07 04 23 10 110  6.0  8.0    MM    MM    MM  MM 1019.0  28.9  29.2  27.1   MM   MM    MM
2023 07 04 23 00 110  6.0  7.0    MM    MM    MM  MM 1019.0  28.9  29.2  27.0   MM +0.3    MM
2023 07 04 22 50 110  6.0  8.0    MM    MM    MM  MM 1019.1  28.9  29.2  27.3   MM   MM    MM
2023 07 04 22 40 100  6.0  8.0    MM    MM    MM  MM 1019.0  29.0  29.2  27.1   MM   MM    MM
2023 07 04 22 30 100  6.0  8.0    MM    MM    MM  MM 1019.0  29.0  29.2  27.1   MM   MM    MM
2023 07 04 22 20 110  6.0  7.0    MM    MM    MM  MM 1019.0  29.0  29.2  27.2   MM   MM    MM
2023 07 04 22 10 110  6.0  7.0    MM    MM    MM  MM 1018.8  29.0  29.2  27.3   MM   MM    MM
2023 07 04 22 00 110  6.0  7.0    MM    MM    MM  MM 1018.8  29.0  29.2  27.5   MM +0.0    MM
2023 07 04 21 50 110  6.0  7.0    MM    MM    MM  MM 1018.8  29.0  29.2  27.5   MM   MM    MM
2023 07 04 21 40 120  6.0  8.0    MM    MM    MM  MM 1018.8  29.0  29.2  27.4   MM   MM    MM
2023 07 04 21 30 110  6.0  8.0    MM    MM    MM  MM 1018.7  29.0  29.2  27.3   MM   MM    MM
2023 07 04 21 20 110  6.0  8.0    MM    MM    MM  MM 1018.7  29.0    MM  27.5   MM   MM    MM
2023 07 04 21 10 110  6.0  7.0    MM    MM    MM  MM 1018.7  29.0  29.2  27.4   MM   MM    MM
2023 07 04 21 00 100  6.0  7.0    MM    MM    MM  MM 1018.7  29.0  29.2  27.2   MM -0.3    MM
2023 07 04 20 50 100  6.0  8.0    MM    MM    MM  MM 1018.7  29.0  29.2  27.2   MM   MM    MM
2023 07 04 20 40 110  6.0  8.0    MM    MM    MM  MM 1018.7  29.0  29.2  27.2   MM   MM    MM
2023 07 04 20 30 110  6.0  8.0    MM    MM    MM  MM 1018.5  29.0  29.2  27.2   MM   MM    MM
2023 07 04 20 20 100  7.0  8.0    MM    MM    MM  MM 1018.6  29.0  29.2  27.2   MM   MM    MM
2023 07 04 20 10 110  7.0  8.0    MM    MM    MM  MM 1018.6  29.1  29.2  27.2   MM   MM    MM
2023 07 04 20 00 110  6.0  8.0    MM    MM    MM  MM 1018.6  29.1  29.2  27.1   MM -0.4    MM
2023 07 04 19 50 100  7.0  8.0    MM    MM    MM  MM 1018.5  29.1  29.2  27.1   MM   MM    MM
2023 07 04 19 40 100  6.0  8.0    MM    MM    MM  MM 1018.5  29.1  29.3  27.1   MM   MM    MM
2023 07 04 19 30 100  6.0  8.0    MM    MM    MM  MM 1018.6  29.1  29.3  27.1   MM   MM    MM
2023 07 04 19 20 100  7.0  8.0    MM    MM    MM  MM 1018.6  29.2  29.3  27.0   MM   MM    MM
2023 07 04 19 10 100  7.0  8.0    MM    MM    MM  MM 1018.5  29.2  29.3  26.9   MM   MM    MM
2023 07 04 19 00 100  7.0  9.0    MM    MM    MM  MM 1018.6  29.2  29.3  27.0   MM -0.9    MM
2023 07 04 18 50 110  7.0  8.0    MM    MM    MM  MM 1018.7  29.1    MM  27.0   MM   MM    MM
2023 07 04 18 40 110  7.0  9.0    MM    MM    MM  MM 1018.6  29.2  29.3  27.1   MM   MM    MM
2023 07 04 18 30 110  7.0  8.0    MM    MM    MM  MM 1018.8  29.2  29.3  27.3   MM   MM    MM
2023 07 04 18 20 110  7.0  8.0    MM    MM    MM  MM 1019.1  29.2  29.3  27.3   MM   MM    MM
2023 07 04 18 10 120  7.0  8.0    MM    MM    MM  MM 1019.1  29.2  29.3  27.3   MM   MM    MM
2023 07 04 18 00 110  7.0  9.0    MM    MM    MM  MM 1019.0  29.2  29.3  27.1   MM -0.5    MM
2023 07 04 17 50 110  7.0  9.0    MM    MM    MM  MM 1019.2  29.2  29.3  27.0   MM   MM    MM
2023 07 04 17 40 110  7.0  9.0    MM    MM    MM  MM 1019.0  29.3  29.3  26.9   MM   MM    MM
2023 07 04 17 30 110  8.0  9.0    MM    MM    MM  MM 1019.0  29.3  29.3  26.7   MM   MM    MM
2023 07 04 17 20 100  8.0  9.0    MM    MM    MM  MM 1018.9  29.2    MM  27.4   MM   MM    MM
2023 07 04 17 10  90  8.0  9.0    MM    MM    MM  MM 1018.8  29.2  29.3  27.4   MM   MM    MM
2023 07 04 17 00  90  7.0  9.0    MM    MM    MM  MM 1019.0  29.2  29.3  27.5   MM -0.5    MM
2023 07 04 16 50 100  7.0  9.0    MM    MM    MM  MM 1019.1  29.1    MM  27.3   MM   MM    MM
2023 07 04 16 40 110  7.0  8.0    MM    MM    MM  MM 1019.2  29.2  29.3  27.3   MM   MM    MM
2023 07 04 16 30 110  7.0  9.0    MM    MM    MM  MM 1019.2  29.2  29.3  27.4   MM   MM    MM
2023 07 04 16 20 110  7.0  9.0    MM    MM    MM  MM 1019.4  29.2    MM  27.3   MM   MM    MM
2023 07 04 16 10 110  7.0  9.0    MM    MM    MM  MM 1019.4  29.2  29.2  27.3   MM   MM    MM
2023 07 04 16 00 110  7.0  9.0    MM    MM    MM  MM 1019.6  29.2  29.2  27.3   MM +0.6    MM
2023 07 04 15 50 110  7.0  9.0    MM    MM    MM  MM 1019.6  29.2  29.3  27.1   MM   MM    MM
2023 07 04 15 40 110  7.0  9.0    MM    MM    MM  MM 1019.6  29.2  29.2  27.2   MM   MM    MM
2023 07 04 15 30 110  8.0 10.0    MM    MM    MM  MM 1019.8  29.2  29.2  27.3   MM   MM    MM
2023 07 04 15 20 100  8.0 10.0    MM    MM    MM  MM 1019.7  29.2  29.2  27.3   MM   MM    MM
2023 07 04 15 10 100  8.0 10.0    MM    MM    MM  MM 1019.7  29.1  29.3  27.4   MM   MM    MM
2023 07 04 15 00 100  8.0 10.0    MM    MM    MM  MM 1019.6  29.1  29.2  27.3   MM +1.2    MM
2023 07 04 14 50 100  8.0  9.0    MM    MM    MM  MM 1019.6  29.1  29.2  27.3   MM   MM    MM
2023 07 04 14 40 100  7.0  9.0    MM    MM    MM  MM 1019.5  29.1  29.2  27.4   MM   MM    MM
2023 07 04 14 30 100  7.0  9.0    MM    MM    MM  MM 1019.5  29.1  29.2  27.4   MM   MM    MM
2023 07 04 14 20 100  8.0  9.0    MM    MM    MM  MM 1019.5  29.1  29.2  27.3   MM   MM    MM
2023 07 04 14 10 100  8.0  9.0    MM    MM    MM  MM 1019.3  29.1  29.2  27.2   MM   MM    MM
2023 07 04 14 00 110  7.0  9.0    MM    MM    MM  MM 1019.5  29.1  29.2  27.3   MM +1.7    MM
2023 07 04 13 50 100  8.0  9.0    MM    MM    MM  MM 1019.3  29.1    MM  27.2   MM   MM    MM
2023 07 04 13 40 100  8.0  9.0    MM    MM    MM  MM 1019.4  29.1  29.2  27.3   MM   MM    MM
2023 07 04 13 30 110  7.0  9.0    MM    MM    MM  MM 1019.3  29.1  29.2  27.4   MM   MM    MM
2023 07 04 13 20 110  7.0  9.0    MM    MM    MM  MM 1019.1  29.0    MM  27.2   MM   MM    MM
2023 07 04 13 10 110  8.0  9.0    MM    MM    MM  MM 1019.1  29.0  29.3  27.2   MM   MM    MM
2023 07 04 13 00 110  8.0 10.0    MM    MM    MM  MM 1018.9  29.1  29.3  27.2   MM +1.5    MM
2023 07 04 12 50 110  8.0  9.0    MM    MM    MM  MM 1018.8  29.0  29.3  27.2   MM   MM    MM
2023 07 04 12 40 110  8.0 10.0    MM    MM    MM  MM 1018.6  29.0  29.3  27.1   MM   MM    MM
2023 07 04 12 30 110  8.0 10.0    MM    MM    MM  MM 1018.5  29.0  29.3  27.1   MM   MM    MM
2023 07 04 12 20 110  8.0 10.0    MM    MM    MM  MM 1018.5  29.0    MM  27.2   MM   MM    MM
2023 07 04 12 10 110  8.0 10.0    MM    MM    MM  MM 1018.4  29.0  29.3  27.3   MM   MM    MM
2023 07 04 12 00 110  8.0 10.0    MM    MM    MM  MM 1018.4  29.0  29.3  27.0   MM +1.4    MM
2023 07 04 11 50 110  8.0 10.0    MM    MM    MM  MM 1018.3  28.9  29.3  27.0   MM   MM    MM
2023 07 04 11 40 110  8.0 10.0    MM    MM    MM  MM 1018.2  28.9  29.3  27.0   MM   MM    MM
2023 07 04 11 30 110  9.0 10.0    MM    MM    MM  MM 1018.1  28.9  29.3  27.0   MM   MM    MM
2023 07 04 11 20 110  8.0 10.0    MM    MM    MM  MM 1018.0  29.0  29.3  27.0   MM   MM    MM
2023 07 04 11 10 110  9.0 10.0    MM    MM    MM  MM 1017.8  29.0  29.3  26.9   MM   MM    MM
2023 07 04 11 00 110  9.0 11.0    MM    MM    MM  MM 1017.9  28.9  29.3  27.0   MM +1.2    MM
2023 07 04 10 50 110  9.0 10.0    MM    MM    MM  MM 1017.7  28.9    MM  27.2   MM   MM    MM
2023 07 04 10 40 100  9.0 11.0    MM    MM    MM  MM 1017.7  28.9  29.3  27.1   MM   MM    MM
2023 07 04 10 30  90  9.0 11.0    MM    MM    MM  MM 1017.6  28.9  29.3  26.9   MM   MM    MM
2023 07 04 10 20  90  9.0 11.0    MM    MM    MM  MM 1017.4  28.9  29.3  27.2   MM   MM    MM
2023 07 04 10 10  90  8.0 10.0    MM    MM    MM  MM 1017.5  28.8  29.3  27.2   MM   MM    MM
2023 07 04 10 00 100  8.0 10.0    MM    MM    MM  MM 1017.4  28.8  29.3  27.0   MM +0.3    MM
2023 07 04 09 50 100  8.0 10.0    MM    MM    MM  MM 1017.4  28.8  29.3  27.2   MM   MM    MM
2023 07 04 09 40 100  8.0 10.0    MM    MM    MM  MM 1017.1  28.8  29.3  27.1   MM   MM    MM
2023 07 04 09 30 100  8.0 10.0    MM    MM    MM  MM 1017.1  28.8  29.3  27.2   MM   MM    MM
2023 07 04 09 20  90  8.0 10.0    MM    MM    MM  MM 1017.0  28.8  29.3  27.2   MM   MM    MM
2023 07 04 09 10  90  8.0 10.0    MM    MM    MM  MM 1016.9  28.7  29.3  27.0   MM   MM    MM
2023 07 04 09 00 100  8.0 10.0    MM    MM    MM  MM 1016.9  28.7  29.3  27.1   MM -0.4    MM
2023 07 04 08 50 110  8.0 10.0    MM    MM    MM  MM 1016.8  28.7  29.3  27.2   MM   MM    MM
2023 07 04 08 40 110  8.0 10.0    MM    MM    MM  MM 1016.8  28.7  29.3  27.0   MM   MM    MM
2023 07 04 08 30 110  9.0 10.0    MM    MM    MM  MM 1016.8  28.8  29.3  27.0   MM   MM    MM
2023 07 04 08 20 110  9.0 11.0    MM    MM    MM  MM 1016.8  28.8  29.3  27.1   MM   MM    MM
2023 07 04 08 10 110  8.0 10.0    MM    MM    MM  MM 1016.8  28.8  29.3  27.1   MM   MM    MM
2023 07 04 08 00 110  8.0 10.0    MM    MM    MM  MM 1016.7  28.8  29.3  27.1   MM -0.9    MM
2023 07 04 07 50 100  8.0 10.0    MM    MM    MM  MM 1016.7  28.8  29.3  27.0   MM   MM    MM
2023 07 04 07 40 100  8.0  9.0    MM    MM    MM  MM 1016.8  28.8  29.3  27.0   MM   MM    MM
2023 07 04 07 30 100  8.0 10.0    MM    MM    MM  MM 1017.0  28.8  29.3  27.1   MM   MM    MM
2023 07 04 07 20 100  8.0  9.0    MM    MM    MM  MM 1017.0  28.8  29.3  27.0   MM   MM    MM
2023 07 04 07 10 100  8.0 10.0    MM    MM    MM  MM 1017.1  28.9  29.3  26.9   MM   MM    MM
2023 07 04 07 00 110  8.0 10.0    MM    MM    MM  MM 1017.1  28.9    MM  27.1   MM -1.1    MM
2023 07 04 06 50 110  8.0 10.0    MM    MM    MM  MM 1017.4  28.9  29.3  27.2   MM   MM    MM
2023 07 04 06 40 110  8.0 10.0    MM    MM    MM  MM 1017.3  28.9  29.3  27.0   MM   MM    MM
2023 07 04 06 30 110  8.0 10.0    MM    MM    MM  MM 1017.3  28.8  29.3  27.1   MM   MM    MM
2023 07 04 06 20 100  8.0 10.0    MM    MM    MM  MM 1017.5  28.8  29.3  27.2   MM   MM    MM
2023 07 04 06 10 100  8.0 10.0    MM    MM    MM  MM 1017.4  28.9  29.3  27.1   MM   MM    MM
2023 07 04 06 00  90  8.0 10.0    MM    MM    MM  MM 1017.4  28.9  29.3  26.9   MM -1.3    MM
2023 07 04 05 50  90  8.0 10.0    MM    MM    MM  MM 1017.4  28.8    MM  27.1   MM   MM    MM
2023 07 04 05 40  90  8.0 10.0    MM    MM    MM  MM 1017.4  28.8  29.3  27.2   MM   MM    MM
2023 07 04 05 30 100  9.0 11.0    MM    MM    MM  MM 1017.4  28.8  29.3  27.2   MM   MM    MM
