#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 08 07 13 50  90  9.0 11.0   2.3     8   6.1  83 1019.2  29.7  29.9  26.4   MM   MM    MM
2023 08 07 13 40  80  9.0 12.0    MM    MM    MM  MM 1019.3  29.7  29.9  26.4   MM   MM    MM
2023 08 07 13 30  80  9.0 11.0    MM    MM    MM  MM 1019.1  29.7  29.9  26.7   MM   MM    MM
2023 08 07 13 20  70  9.0 11.0   2.3     9   5.9  92 1019.1  29.7  29.9  27.0   MM   MM    MM
2023 08 07 13 10  80  9.0 11.0   2.3    MM   5.9  92 1019.2  29.7  29.9  26.9   MM   MM    MM
2023 08 07 13 00  80  9.0 11.0    MM    MM    MM  MM 1019.2  29.8  29.9  26.4   MM +1.1    MM
2023 08 07 12 50  80  9.0 11.0   2.3     9   6.0  88 1019.1  29.9  29.9  26.2   MM   MM    MM
2023 08 07 12 40  80  9.0 11.0    MM    MM    MM  MM 1019.1  29.8  29.9  26.5   MM   MM    MM
2023 08 07 12 30  80  9.0 11.0    MM    MM    MM  MM 1019.1  29.7  29.9  26.7   MM   MM    MM
2023 08 07 12 20  70  9.0 11.0   2.2     7   6.0  87 1019.0  29.7  29.9  26.7   MM   MM    MM
2023 08 07 12 10  70  9.0 11.0   2.2    MM   6.0  87 1018.9  29.6  29.9  26.7   MM   MM    MM
2023 08 07 12 00  80  9.0 11.0    MM    MM    MM  MM 1018.9  29.6  29.9  26.9   MM +1.5    MM
2023 08 07 11 50  80  9.0 11.0   2.2     8   5.8  87 1018.8  29.6  29.9  27.0   MM   MM    MM
2023 08 07 11 40  80  9.0 11.0    MM    MM    MM  MM 1018.6  29.6  29.9  27.0   MM   MM    MM
2023 08 07 11 30  80  9.0 11.0    MM    MM    MM  MM 1018.6  29.5  29.9  27.1   MM   MM    MM
2023 08 07 11 20  80  9.0 12.0   2.4     9   6.1  94 1018.6  29.6  29.9  27.0   MM   MM    MM
2023 08 07 11 10  80  9.0 11.0   2.4    MM   6.1  94 1018.5  29.5  29.9  27.0   MM   MM    MM
2023 08 07 11 00  70  9.0 11.0    MM    MM    MM  MM 1018.6  29.5  29.9  27.2   MM +1.4    MM
2023 08 07 10 50  70  8.0 11.0   2.4     9   6.2  85 1018.4  29.5  29.8  27.1   MM   MM    MM
2023 08 07 10 40  70  9.0 11.0    MM    MM    MM  MM 1018.4  29.4  29.8  27.1   MM   MM    MM
2023 08 07 10 30  70  9.0 11.0    MM    MM    MM  MM 1018.3  29.4  29.8  26.9   MM   MM    MM
2023 08 07 10 20  70  9.0 11.0   2.3     9   6.1  89 1018.2  29.4  29.9  26.9   MM   MM    MM
2023 08 07 10 10  80  9.0 11.0   2.3    MM   6.1  89 1018.2  29.4  29.9  26.9   MM   MM    MM
2023 08 07 10 00  80  9.0 11.0    MM    MM    MM  MM 1018.2  29.4  29.9  27.0   MM +1.2    MM
2023 08 07 09 50  70  9.0 11.0   2.3     8   5.9  89 1018.0  29.4  29.9  26.9   MM   MM    MM
2023 08 07 09 40  80  9.0 11.0    MM    MM    MM  MM 1018.0  29.4  29.9  27.1   MM   MM    MM
2023 08 07 09 30  80  9.0 11.0    MM    MM    MM  MM 1017.9  29.4  29.9  26.9   MM   MM    MM
2023 08 07 09 20  80  9.0 12.0   2.3     9   5.9  88 1017.7  29.4  29.9  27.0   MM   MM    MM
2023 08 07 09 10  80  9.0 11.0   2.3    MM   5.9  88 1017.6  29.4  29.9  26.8   MM   MM    MM
2023 08 07 09 00  80  9.0 11.0    MM    MM    MM  MM 1017.5  29.4  29.8  26.8   MM -0.0    MM
2023 08 07 08 50  80  9.0 11.0   2.4     9   6.2  88 1017.5  29.5    MM  26.9   MM   MM    MM
2023 08 07 08 40  80  9.0 11.0   2.4    MM   6.2  88 1017.4  29.5  29.9  26.9   MM   MM    MM
2023 08 07 08 30  80  8.0 11.0    MM    MM    MM  MM 1017.3  29.4  29.9  27.4   MM   MM    MM
2023 08 07 08 20  80  9.0 11.0   2.4     9   6.2  94 1017.4  29.4    MM  27.2   MM   MM    MM
2023 08 07 08 10  80  9.0 11.0   2.4    MM   6.2  94 1017.3  29.4  29.8  27.3   MM   MM    MM
2023 08 07 08 00  80  9.0 11.0    MM    MM    MM  MM 1017.2  29.4  29.9  27.3   MM -1.0    MM
2023 08 07 07 50  80  9.0 11.0   2.2    10   6.1  96 1017.1  29.4  29.9  27.2   MM   MM    MM
2023 08 07 07 40  80  9.0 11.0    MM    MM    MM  MM 1017.0  29.4  29.9  27.1   MM   MM    MM
2023 08 07 07 30  80  9.0 11.0    MM    MM    MM  MM 1016.9  29.4  29.9  27.2   MM   MM    MM
2023 08 07 07 20  80  8.0 11.0   2.2     9   6.1  96 1016.9  29.4    MM  27.3   MM   MM    MM
2023 08 07 07 10  80  8.0 10.0   2.2    MM   6.1  96 1016.9  29.4  29.9  27.2   MM   MM    MM
2023 08 07 07 00  80  8.0 11.0    MM    MM    MM  MM 1017.0  29.4  29.9  27.3   MM -1.9    MM
2023 08 07 06 50  80  9.0 10.0   2.3     8   6.2  90 1017.1  29.4  29.9  27.0   MM   MM    MM
2023 08 07 06 40  80  8.0 10.0    MM    MM    MM  MM 1017.1  29.4  29.9  27.0   MM   MM    MM
2023 08 07 06 30  90  8.0 10.0    MM    MM    MM  MM 1017.0  29.4  29.9  26.9   MM   MM    MM
2023 08 07 06 20  90  9.0 11.0   2.2     8   6.2  86 1017.1  29.4  29.9  26.7   MM   MM    MM
2023 08 07 06 10  80  9.0 11.0   2.2    MM   6.2  86 1017.2  29.4  29.9  26.8   MM   MM    MM
2023 08 07 06 00  80  8.0 11.0    MM    MM    MM  MM 1017.4  29.5    MM  27.1   MM -2.0    MM
2023 08 07 05 50  80  8.0 11.0   2.2     9   6.1  97 1017.5  29.5  29.9  27.2   MM   MM    MM
2023 08 07 05 40  90  8.0 11.0   2.2    MM   6.1  97 1017.7  29.5  29.9  27.0   MM   MM    MM
2023 08 07 05 30  90  9.0 10.0    MM    MM    MM  MM 1017.8  29.5  29.9  26.9   MM   MM    MM
2023 08 07 05 20  90  9.0 11.0   2.1     9   6.0 100 1017.9  29.5  29.9  27.0   MM   MM    MM
2023 08 07 05 10  80  8.0 11.0   2.1    MM   6.0 100 1018.1  29.5  29.9  27.0   MM   MM    MM
2023 08 07 05 00  80  8.0 10.0    MM    MM    MM  MM 1018.2  29.5  29.9  27.0   MM -0.9    MM
2023 08 07 04 50  80  8.0 10.0   2.2     9   6.2  97 1018.4  29.5  29.9  27.0   MM   MM    MM
2023 08 07 04 40  80  8.0 10.0   2.2    MM   6.2  97 1018.5  29.5  29.9  26.9   MM   MM    MM
2023 08 07 04 30  80  9.0 11.0    MM    MM    MM  MM 1018.7  29.5  29.9  26.8   MM   MM    MM
2023 08 07 04 20  80  9.0 11.0   2.2     9   6.0  90 1018.9  29.5  29.9  26.9   MM   MM    MM
2023 08 07 04 10  80  9.0 11.0   2.2    MM   6.0  90 1019.0  29.6  29.9  26.9   MM   MM    MM
2023 08 07 04 00  90  9.0 11.0    MM    MM    MM  MM 1018.9  29.6  29.9  27.2   MM +0.0    MM
2023 08 07 03 50  90  9.0 11.0   2.2     9   5.9 101 1019.0  29.6  29.9  27.0   MM   MM    MM
2023 08 07 03 40  90  9.0 11.0    MM    MM    MM  MM 1019.1  29.6  29.9  27.1   MM   MM    MM
2023 08 07 03 30  80  9.0 11.0    MM    MM    MM  MM 1019.2  29.6  29.9  27.0   MM   MM    MM
2023 08 07 03 20  80  9.0 11.0   2.1     8   5.9  95 1019.1  29.6  29.9  27.0   MM   MM    MM
2023 08 07 03 10  80  9.0 11.0   2.1    MM   5.9  95 1019.3  29.6  29.9  27.1   MM   MM    MM
2023 08 07 03 00  80  9.0 11.0    MM    MM    MM  MM 1019.3  29.6  29.9  27.1   MM +1.2    MM
2023 08 07 02 50  80  8.0 10.0   2.0     9   5.8  92 1019.2  29.6  29.9  27.5   MM   MM    MM
2023 08 07 02 40  90  8.0 11.0    MM    MM    MM  MM 1019.2  29.7  29.9  27.3   MM   MM    MM
2023 08 07 02 30  80  9.0 11.0    MM    MM    MM  MM 1019.3  29.7  29.9  27.3   MM   MM    MM
2023 08 07 02 20  80  9.0 11.0   2.1     9   6.0  92 1019.3  29.6  29.9  27.3   MM   MM    MM
2023 08 07 02 10  80  9.0 11.0   2.1    MM   6.0  92 1019.1  29.6  29.9  27.2   MM   MM    MM
2023 08 07 02 00  80  9.0 11.0    MM    MM    MM  MM 1019.0  29.7  29.9  27.3   MM +1.2    MM
2023 08 07 01 50  80  9.0 11.0   2.0     8   6.0  91 1019.0  29.6  29.9  27.4   MM   MM    MM
2023 08 07 01 40  80  9.0 11.0   2.0    MM   6.0  91 1019.0  29.7  29.9  27.5   MM   MM    MM
2023 08 07 01 30  90  9.0 11.0    MM    MM    MM  MM 1019.0  29.7  29.9  27.4   MM   MM    MM
2023 08 07 01 20  90  9.0 11.0   2.1     9   6.0  99 1018.9  29.7  29.9  27.4   MM   MM    MM
2023 08 07 01 10  90  9.0 11.0   2.1    MM   6.0  99 1018.8  29.7  29.9  27.4   MM   MM    MM
2023 08 07 01 00  90  9.0 10.0    MM    MM    MM  MM 1018.7  29.7  29.9  27.4   MM +1.0    MM
2023 08 07 00 50  80  8.0 10.0   2.0     8   6.2  96 1018.6  29.8  29.9  27.4   MM   MM    MM
2023 08 07 00 40  80  9.0 11.0    MM    MM    MM  MM 1018.5  29.8  29.9  27.3   MM   MM    MM
2023 08 07 00 30  80  8.0 10.0    MM    MM    MM  MM 1018.5  29.8  29.9  27.3   MM   MM    MM
2023 08 07 00 20  90  8.0 10.0   2.1     9   6.1  98 1018.4  29.7    MM  27.4   MM   MM    MM
2023 08 07 00 10  80  8.0 10.0   2.1    MM   6.1  98 1018.2  29.8  29.9  27.5   MM   MM    MM
2023 08 07 00 00  80  8.0 10.0    MM    MM    MM  MM 1018.1  29.8  29.9  27.5   MM +0.8    MM
2023 08 06 23 50  80  8.0 10.0   2.2     8   6.1  93 1018.2  29.8  29.9  27.5   MM   MM    MM
2023 08 06 23 40  80  8.0 10.0    MM    MM    MM  MM 1018.2  29.8  29.9  27.4   MM   MM    MM
2023 08 06 23 30  80  7.0  9.0    MM    MM    MM  MM 1018.2  29.8  29.9  27.6   MM   MM    MM
2023 08 06 23 20  80  7.0  9.0   1.9     8   5.9 100 1018.0  29.8  29.9  27.4   MM   MM    MM
2023 08 06 23 10  80  8.0 10.0    MM    MM    MM  MM 1017.9  29.8  29.9  27.2   MM   MM    MM
2023 08 06 23 00  70  8.0  9.0    MM    MM    MM  MM 1017.9  29.8  29.9  27.5   MM +0.6    MM
2023 08 06 22 50  80  8.0  9.0   2.1     9   6.3  99 1017.8  29.8  29.9  27.6   MM   MM    MM
2023 08 06 22 40  80  7.0  9.0    MM    MM    MM  MM 1017.7  29.8  29.9  27.6   MM   MM    MM
2023 08 06 22 30  70  7.0  9.0    MM    MM    MM  MM 1017.8  29.8  29.9  27.5   MM   MM    MM
2023 08 06 22 20  80  7.0  9.0   2.2     9   6.2  99 1017.7  29.8  29.9  27.3   MM   MM    MM
2023 08 06 22 10  80  7.0  9.0   2.2    MM   6.2  99 1017.7  29.9  29.9  27.3   MM   MM    MM
2023 08 06 22 00  80  7.0  9.0    MM    MM    MM  MM 1017.6  29.8  29.9  27.3   MM -0.0    MM
2023 08 06 21 50  80  7.0  9.0   2.2     8   6.2  95 1017.6  29.9  29.9  27.3   MM   MM    MM
2023 08 06 21 40  80  7.0  9.0    MM    MM    MM  MM 1017.6  30.0  29.9  27.2   MM   MM    MM
2023 08 06 21 30  80  7.0  9.0    MM    MM    MM  MM 1017.5  29.9  29.9  27.2   MM   MM    MM
2023 08 06 21 20  70  7.0  9.0   2.1     8   6.1  92 1017.4  29.9  29.9  27.3   MM   MM    MM
2023 08 06 21 10  80  8.0  9.0   2.1    MM   6.1  92 1017.3  29.9  29.9  27.3   MM   MM    MM
2023 08 06 21 00  80  8.0  9.0    MM    MM    MM  MM 1017.2  29.9  29.9  27.4   MM +0.0    MM
2023 08 06 20 50  80  8.0  9.0   2.3     8   6.1  90 1017.2  29.9  29.9  27.1   MM   MM    MM
2023 08 06 20 40  80  8.0  9.0    MM    MM    MM  MM 1017.2  29.9  30.0  27.5   MM   MM    MM
2023 08 06 20 30  90  7.0  9.0    MM    MM    MM  MM 1017.3  30.0  30.0  27.4   MM   MM    MM
2023 08 06 20 20  90  7.0  9.0   2.1     7   5.8  92 1017.3  30.0  30.0  27.5   MM   MM    MM
2023 08 06 20 10  80  8.0  9.0   2.1    MM   5.8  92 1017.1  30.0  30.0  27.4   MM   MM    MM
2023 08 06 20 00  90  8.0  9.0    MM    MM    MM  MM 1017.2  30.0  30.0  27.5   MM -0.9    MM
2023 08 06 19 50  90  8.0  9.0   2.2     8   6.0  85 1017.3  30.0  30.0  27.4   MM   MM    MM
2023 08 06 19 40  90  8.0 10.0   2.2    MM   6.0  85 1017.1  30.0  30.0  27.3   MM   MM    MM
2023 08 06 19 30  90  8.0 10.0    MM    MM    MM  MM 1017.1  30.0  30.0  27.5   MM   MM    MM
2023 08 06 19 20  90  8.0 10.0   2.1     8   5.9  95 1017.2  29.9  30.0  27.4   MM   MM    MM
2023 08 06 19 10  90  8.0 10.0   2.1    MM   5.9  95 1017.2  29.9  30.0  27.6   MM   MM    MM
2023 08 06 19 00  90  8.0 10.0    MM    MM    MM  MM 1017.3  29.9  30.0  27.3   MM -1.1    MM
2023 08 06 18 50  90  8.0 10.0   2.1     8   5.8  89 1017.4  29.9  29.9  27.4   MM   MM    MM
2023 08 06 18 40  90  8.0 10.0    MM    MM    MM  MM 1017.3  29.9  30.0  27.5   MM   MM    MM
2023 08 06 18 30  90  8.0 10.0    MM    MM    MM  MM 1017.3  29.9  29.9  27.6   MM   MM    MM
2023 08 06 18 20  90  9.0 11.0   2.3     8   6.0  91 1017.4  29.9  29.9  27.3   MM   MM    MM
2023 08 06 18 10 100  8.0 11.0   2.3    MM   6.0  91 1017.4  29.9  29.9  27.4   MM   MM    MM
2023 08 06 18 00 100  8.0 10.0    MM    MM    MM  MM 1017.4  29.9  29.9  27.6   MM -1.1    MM
2023 08 06 17 50 100  8.0 10.0   2.1     8   5.6  91 1017.5  29.9  29.9  27.6   MM   MM    MM
2023 08 06 17 40  90  8.0 10.0    MM    MM    MM  MM 1017.6  29.9  29.9  27.4   MM   MM    MM
2023 08 06 17 30 100  8.0 10.0    MM    MM    MM  MM 1017.8  29.9  29.9  27.5   MM   MM    MM
2023 08 06 17 20 100  8.0 11.0   2.2     8   5.8  89 1017.8  30.0  29.9  27.2   MM   MM    MM
2023 08 06 17 10 100  9.0 12.0   2.2    MM   5.8  89 1017.9  30.0  29.9  27.0   MM   MM    MM
2023 08 06 17 00  90  8.0 11.0    MM    MM    MM  MM 1018.0  29.9  29.9  27.5   MM -0.4    MM
2023 08 06 16 50 100  9.0 11.0   2.3     8   5.8  88 1018.1  30.0  29.9  27.4   MM   MM    MM
2023 08 06 16 40 100  9.0 11.0    MM    MM    MM  MM 1018.2  30.0  29.9  27.4   MM   MM    MM
2023 08 06 16 30 100  9.0 11.0    MM    MM    MM  MM 1018.3  30.0  29.9  27.2   MM   MM    MM
2023 08 06 16 20 100  9.0 11.0   2.2     8   5.8  84 1018.5  30.0  29.9  27.2   MM   MM    MM
2023 08 06 16 10 100  9.0 11.0   2.2    MM   5.8  84 1018.5  29.9  29.9  27.3   MM   MM    MM
2023 08 06 16 00 100  8.0 11.0    MM    MM    MM  MM 1018.5  29.9  29.9  27.6   MM +0.3    MM
2023 08 06 15 50 100  9.0 11.0   2.3     8   5.8  89 1018.5  30.0  29.9  27.4   MM   MM    MM
2023 08 06 15 40 100 10.0 12.0    MM    MM    MM  MM 1018.6  30.0  29.9  27.0   MM   MM    MM
2023 08 06 15 30 100  9.0 12.0    MM    MM    MM  MM 1018.7  29.9  29.9  27.4   MM   MM    MM
2023 08 06 15 20 100  8.0 11.0   2.3     8   5.8  89 1018.5  29.9  29.9  27.7   MM   MM    MM
2023 08 06 15 10 100  9.0 12.0   2.3    MM   5.8  89 1018.6  29.8  29.9  27.4   MM   MM    MM
2023 08 06 15 00  90  9.0 11.0    MM    MM    MM  MM 1018.6  29.9  29.9  27.7   MM +0.6    MM
2023 08 06 14 50  90  9.0 11.0   2.2     8   5.7  88 1018.5  29.9  29.9  27.7   MM   MM    MM
2023 08 06 14 40 100  9.0 11.0   2.2    MM   5.7  88 1018.6  29.9  29.9  27.8   MM   MM    MM
2023 08 06 14 30 100  9.0 11.0    MM    MM    MM  MM 1018.6  29.9  29.9  27.6   MM   MM    MM
2023 08 06 14 20 100  9.0 11.0   2.3     7   5.6  84 1018.5  30.0  29.8  27.6   MM   MM    MM
2023 08 06 14 10 100 10.0 12.0   2.3    MM   5.6  84 1018.5  29.9  29.8  27.5   MM   MM    MM
2023 08 06 14 00 100 10.0 12.0    MM    MM    MM  MM 1018.5  30.0  29.8  27.5   MM +0.7    MM
2023 08 06 13 50  90 10.0 13.0   2.1     8   5.4  92 1018.4  30.0  29.8  27.4   MM   MM    MM
2023 08 06 13 40 100 10.0 13.0    MM    MM    MM  MM 1018.2  29.9  29.8  27.5   MM   MM    MM
2023 08 06 13 30 100  9.0 11.0    MM    MM    MM  MM 1018.2  29.9  29.8  27.8   MM   MM    MM
2023 08 06 13 20 100  9.0 12.0   2.2     8   5.7  86 1018.1  29.9  29.8  27.6   MM   MM    MM
2023 08 06 13 10  90 10.0 12.0   2.2    MM   5.7  86 1018.1  29.9  29.8  27.6   MM   MM    MM
2023 08 06 13 00 100  9.0 12.0    MM    MM    MM  MM 1018.2  29.9  29.8  27.7   MM +1.0    MM
2023 08 06 12 50 100 10.0 12.0   2.1     8   5.8  87 1018.2  29.9  29.8  27.5   MM   MM    MM
2023 08 06 12 40  90 10.0 12.0   2.1    MM   5.8  87 1018.2  29.9  29.8  27.7   MM   MM    MM
2023 08 06 12 30  90 10.0 12.0    MM    MM    MM  MM 1018.2  29.9  29.8  27.7   MM   MM    MM
2023 08 06 12 20 100  9.0 12.0   2.2     8   5.8  86 1018.1  29.8  29.8  27.9   MM   MM    MM
2023 08 06 12 10 100  9.0 11.0   2.2    MM   5.8  86 1018.0  29.7  29.8  27.9   MM   MM    MM
2023 08 06 12 00 100  9.0 11.0    MM    MM    MM  MM 1018.0  29.7  29.8  27.9   MM +1.1    MM
2023 08 06 11 50 110  9.0 11.0   2.0     8   5.5  87 1018.0  29.7  29.8  27.8   MM   MM    MM
2023 08 06 11 40 110 10.0 12.0    MM    MM    MM  MM 1017.8  29.6  29.8  27.6   MM   MM    MM
2023 08 06 11 30 110  9.0 12.0    MM    MM    MM  MM 1017.9  29.6  29.8  27.8   MM   MM    MM
2023 08 06 11 20 100 10.0 12.0   2.1     8   5.6  92 1017.8  29.6  29.8  27.5   MM   MM    MM
2023 08 06 11 10 100 10.0 12.0   2.1    MM   5.6  92 1017.8  29.8  29.8  27.4   MM   MM    MM
2023 08 06 11 00 100  9.0 12.0    MM    MM    MM  MM 1017.8  29.7  29.8  27.6   MM +1.1    MM
2023 08 06 10 50 100 10.0 12.0   2.0     8   5.5  89 1017.6  29.7  29.8  27.6   MM   MM    MM
2023 08 06 10 40 100 10.0 12.0    MM    MM    MM  MM 1017.7  29.6  29.8  27.5   MM   MM    MM
2023 08 06 10 30 110 10.0 12.0    MM    MM    MM  MM 1017.6  29.6  29.8  27.3   MM   MM    MM
2023 08 06 10 20 100 10.0 12.0   2.1     8   5.7  84 1017.6  29.6  29.8  27.3   MM   MM    MM
2023 08 06 10 10 100 10.0 12.0   2.1    MM   5.7  84 1017.4  29.7  29.8  27.4   MM   MM    MM
2023 08 06 10 00 100 10.0 12.0    MM    MM    MM  MM 1017.2  29.6  29.8  27.5   MM +0.7    MM
2023 08 06 09 50  90  9.0 12.0   1.9     8   5.3  95 1017.1  29.5  29.8  27.6   MM   MM    MM
2023 08 06 09 40 100  9.0 11.0   1.9    MM   5.3  95 1017.1  29.5  29.8  27.8   MM   MM    MM
2023 08 06 09 30 100  9.0 11.0    MM    MM    MM  MM 1016.9  29.5  29.8  27.6   MM   MM    MM
2023 08 06 09 20  90 10.0 12.0   1.8     8   5.3  86 1017.1  29.5    MM  27.6   MM   MM    MM
2023 08 06 09 10  90 10.0 12.0   1.8    MM   5.3  86 1017.0  29.4  29.8  27.7   MM   MM    MM
2023 08 06 09 00 100 10.0 12.0    MM    MM    MM  MM 1016.9  29.4  29.8  27.7   MM -0.0    MM
2023 08 06 08 50  90  9.0 13.0   2.1     8   5.5  83 1016.9  29.1  29.8  27.1   MM   MM    MM
2023 08 06 08 40  90  9.0 11.0    MM    MM    MM  MM 1016.9  29.6  29.8  27.6   MM   MM    MM
2023 08 06 08 30  90  9.0 11.0    MM    MM    MM  MM 1016.8  29.6  29.8  27.6   MM   MM    MM
2023 08 06 08 20 100  9.0 11.0   2.0     7   5.4  82 1016.8  29.6  29.8  27.6   MM   MM    MM
2023 08 06 08 10 100  9.0 11.0    MM    MM    MM  MM 1016.8  29.6  29.8  27.7   MM   MM    MM
2023 08 06 08 00 100  9.0 11.0   2.0    MM   5.4  82 1016.7  29.5    MM  27.5   MM -0.9    MM
2023 08 06 07 50  90 10.0 12.0   2.1    MM   5.6  94 1016.9  29.5  29.8  27.5   MM   MM    MM
2023 08 06 07 40 100 10.0 11.0   2.1    MM   5.6  94 1016.8  29.6  29.8  27.5   MM   MM    MM
2023 08 06 07 30 100  9.0 11.0    MM    MM    MM  MM 1016.8  29.6  29.8  27.6   MM   MM    MM
2023 08 06 07 20  90  9.0 11.0   2.0     8   5.6  92 1017.0  29.6    MM  27.6   MM   MM    MM
2023 08 06 07 10 100  9.0 11.0   2.0    MM   5.6  92 1016.7  29.5  29.9  27.5   MM   MM    MM
2023 08 06 07 00 100  9.0 11.0    MM    MM    MM  MM 1016.6  29.5  29.8  27.5   MM -1.6    MM
2023 08 06 06 50  90  9.0 11.0   1.9     8   5.4  84 1016.6  29.5  29.8  27.7   MM   MM    MM
2023 08 06 06 40  80  9.0 11.0    MM    MM    MM  MM 1016.8  29.4  29.9  27.7   MM   MM    MM
2023 08 06 06 30  90 10.0 11.0    MM    MM    MM  MM 1016.9  29.4  29.8  27.6   MM   MM    MM
2023 08 06 06 20  80  9.0 12.0   1.9     8   5.4  95 1017.1  29.2  29.8  27.7   MM   MM    MM
2023 08 06 06 10  60  8.0 10.0   1.9    MM   5.4  95 1017.3  28.5  29.8  27.5   MM   MM    MM
2023 08 06 06 00  70  9.0 14.0    MM    MM    MM  MM 1017.4  29.3  29.8  27.6   MM -1.7    MM
2023 08 06 05 50  80  9.0 11.0   1.9     8   5.4  99 1017.4  29.6  29.8  27.7   MM   MM    MM
2023 08 06 05 40  80  8.0 10.0    MM    MM    MM  MM 1017.4  29.5  29.8  27.7   MM   MM    MM
2023 08 06 05 30  80  9.0 11.0    MM    MM    MM  MM 1017.4  29.6  29.8  27.6   MM   MM    MM
2023 08 06 05 20  80 10.0 12.0   1.9     7   5.3  88 1017.5  29.6    MM  27.5   MM   MM    MM
2023 08 06 05 10  80  9.0 11.0   1.9    MM   5.3  88 1017.6  29.6  29.9  27.6   MM   MM    MM
2023 08 06 05 00  90  9.0 12.0    MM    MM    MM  MM 1017.7  29.5  29.8  27.6   MM -1.1    MM
2023 08 06 04 50  90  9.0 12.0   1.8     8   5.4  94 1017.8  29.5  29.8  27.5   MM   MM    MM
2023 08 06 04 40  80 10.0 12.0    MM    MM    MM  MM 1018.0  29.6  29.8  27.5   MM   MM    MM
2023 08 06 04 30  80 10.0 12.0    MM    MM    MM  MM 1018.1  29.5  29.8  27.5   MM   MM    MM
2023 08 06 04 20  70  8.0 11.0   1.8     7   5.3  90 1018.2  28.9  29.9  27.6   MM   MM    MM
2023 08 06 04 10  80  7.0 11.0   1.8    MM   5.3  90 1018.4  27.9  29.8  27.4   MM   MM    MM
2023 08 06 04 00  70  9.0 14.0    MM    MM    MM  MM 1018.5  29.2  29.9  27.4   MM -0.3    MM
2023 08 06 03 50  70  9.0 11.0   1.8     7   5.3  89 1018.3  29.7  29.9  27.4   MM   MM    MM
2023 08 06 03 40  80  9.0 11.0   1.8    MM   5.3  89 1018.5  29.7  29.9  27.7   MM   MM    MM
2023 08 06 03 30  80  9.0 11.0    MM    MM    MM  MM 1018.5  29.7  29.9  27.4   MM   MM    MM
2023 08 06 03 20  70  9.0 11.0   1.7     8   5.3  89 1018.6  29.7  29.9  27.6   MM   MM    MM
2023 08 06 03 10  80  9.0 12.0   1.7    MM   5.3  89 1018.6  29.7  29.9  27.5   MM   MM    MM
2023 08 06 03 00  70  9.0 11.0    MM    MM    MM  MM 1018.6  29.7  29.9  27.4   MM +0.7    MM
2023 08 06 02 50  70  8.0 11.0   1.7     8   5.4  90 1018.7  29.6  29.9  27.4   MM   MM    MM
2023 08 06 02 40  70  9.0 11.0   1.7    MM   5.4  90 1018.7  29.7  29.9  27.5   MM   MM    MM
2023 08 06 02 30  80  8.0 11.0    MM    MM    MM  MM 1018.7  29.7  29.9  27.3   MM   MM    MM
2023 08 06 02 20  70  9.0 11.0   1.7     7   5.3  85 1018.8  29.7  29.9  27.1   MM   MM    MM
2023 08 06 02 10  70  8.0 11.0   1.7    MM   5.3  85 1018.8  29.8  29.9  27.2   MM   MM    MM
2023 08 06 02 00  70  9.0 11.0    MM    MM    MM  MM 1018.8  29.8  29.9  27.0   MM +1.3    MM
2023 08 06 01 50  80  9.0 11.0   1.7     8   5.3  92 1018.8  29.9  29.9  27.1   MM   MM    MM
2023 08 06 01 40  70  9.0 11.0    MM    MM    MM  MM 1018.6  29.9  29.9  27.0   MM   MM    MM
2023 08 06 01 30  80  9.0 11.0    MM    MM    MM  MM 1018.6  29.8  29.9  27.1   MM   MM    MM
2023 08 06 01 20  80  8.0 10.0   1.6     6   5.1  84 1018.6  29.8  29.9  27.4   MM   MM    MM
2023 08 06 01 10  80  8.0 10.0   1.6    MM   5.1  84 1018.5  29.8  29.9  27.2   MM   MM    MM
2023 08 06 01 00  80  8.0 10.0    MM    MM    MM  MM 1018.5  29.8  29.9  27.2   MM +1.3    MM
2023 08 06 00 50  80  8.0 10.0   1.7     7   5.1  88 1018.2  29.8  29.9  27.2   MM   MM    MM
2023 08 06 00 40  80  8.0 10.0    MM    MM    MM  MM 1018.1  29.8  29.9  27.3   MM   MM    MM
2023 08 06 00 30  80  8.0 10.0    MM    MM    MM  MM 1018.1  29.8  29.9  27.1   MM   MM    MM
2023 08 06 00 20  80  8.0 10.0   1.7     7   5.2  83 1018.1  29.8  29.9  27.1   MM   MM    MM
2023 08 06 00 10  80  8.0 10.0   1.7    MM   5.2  83 1018.0  29.8  29.9  27.2   MM   MM    MM
2023 08 06 00 00  80  8.0 10.0    MM    MM    MM  MM 1017.9  29.9  29.9  27.1   MM +1.0    MM
2023 08 05 23 50  80  9.0 11.0   1.7     8   5.3  91 1017.8  29.8  29.9  26.8   MM   MM    MM
2023 08 05 23 40  80  9.0 11.0    MM    MM    MM  MM 1017.7  29.8  29.9  26.7   MM   MM    MM
2023 08 05 23 20  80  8.0 10.0   1.7     8   5.3  79 1017.6  29.8  29.9  26.9   MM   MM    MM
2023 08 05 23 10  80  9.0 10.0   1.7    MM   5.3  79 1017.5  29.8    MM  26.8   MM   MM    MM
2023 08 05 23 00  80  9.0 11.0    MM    MM    MM  MM 1017.4  29.8  29.9  26.7   MM +0.4    MM
